id,username,email,password_hash,full_name,group_id,group_name,role,is_active,last_login,created_at,updated_at
15,user15,hannah62@example.org,scrypt:32768:8:1$WXiGDRrjHUneJtB8$7e7be726f89480c79af21b9503f299c724c508d270aa429c6b90d269abeb6e83921a831a0a63f8facc1b45d82ca6a5030b30abb47ac445ef5fd611e0427faa23,Daniel Hoffman,7,finance,manager,False,2024-11-12T14:04:13,2024-01-15T16:08:35,2024-11-21T00:09:13
16,user16,gswanson@example.com,scrypt:32768:8:1$SANRaGuQ5WlYR4VJ$7f02511422104559efff2f3470623fcaea3ba474fec58b05102e78e0c3d5c33a54ab20cd647ec1cbf5dccc51a0e5102aa3327d3194b34aa64f79ec8d45dd5ac9,Allen Burns,9,staff,manager,False,2024-11-30T07:39:14,2022-10-09T09:56:02,2025-01-20T19:15:09
17,user17,nina78@example.com,scrypt:32768:8:1$dybZD1NoMXe7ycxd$a7d0aa517fe426e69c9b51ef6889e70d3ce71962ecd64d8ded9a4ccce08b27442f63eabe0cb6ded36912641d0c0d87b7d9f32f7573efde45527888aae2d15923,Lucas Sanchez,9,managers,admin,False,2025-08-19T22:44:25,2021-08-27T17:22:05,2024-08-14T06:46:14
18,user18,maria72@example.org,scrypt:32768:8:1$wd3AOYroRwR3adUn$688313da0ee8a8f7e42d30c6526b6c41e0f151ae0b26115488577675f581cf9a6aabfd9ba14d2370a28c51e2f7e1950e6575df8590fa845a57bb1285b0254765,Veronica Gonzalez,3,managers,manager,False,2025-01-16T15:43:50,2025-07-14T00:13:58,2025-07-19T18:09:23
19,user19,lisa98@example.org,scrypt:32768:8:1$70WwQixyDS5vfF45$63eba279a7ea5e1e4243dc49d9bdabb275b44c5a6c56b14fb95238b3fa8bccfa728ed098c769d889671dc28aff222809676438b4c4b627c92cbf4ee1cd25ea8a,Crystal Stevens,8,admin,user,True,2025-07-08T01:38:09,2020-11-19T23:50:22,2025-04-01T10:28:20
20,user20,qbarr@example.net,scrypt:32768:8:1$c81NLkDJMZaBChuK$e4a94f248f8f2ac233942e196219f54716b89e82642f1c8fe559d67320685a2622f0cdc21cf214c58a81743fc720f2c4d6bffe43e05b65ed52fbfe3deeb3871f,Jason King,5,finance,manager,True,2025-05-04T00:51:14,2021-10-04T00:40:35,2025-07-26T11:21:38
21,user21,fjones@example.com,scrypt:32768:8:1$eEGspZ2j5eARQPGX$039e297c4d66c8fb4b23183ed54ee9cc7eb9cfe69452d689850b7926bae2934f50fa509ab18e550852bb4968eef7af92dbd177fb74724894eabd8b9074bc3ae8,Veronica White,8,staff,admin,False,2025-01-05T11:05:40,2024-10-27T00:53:55,2025-08-06T18:17:45
22,user22,amanda91@example.net,scrypt:32768:8:1$RZ94DB5zChUp8aDa$f94c2354902c9abc799043b7199667c776b2e8367389ba1010aa82e8fb656b0a6705c3c601b83f325a9bc0d8b3d029707462fe1c07f7ad650009377267d85902,Kellie Wang,2,staff,manager,True,2025-02-04T03:55:06,2023-01-04T11:20:37,2025-08-13T00:49:57
23,user23,swest@example.org,scrypt:32768:8:1$Z6AujZYKE0eNaDZo$5001e16ec2803eefeb94af9a3c36a136a4773dcc22795cc1547bb6e5abb89965b6a65c52555a54da739c570a9b22453c05b24607255a441b29aeda31182c62a2,Chad Nichols,1,admin,admin,False,2025-03-25T09:38:15,2025-01-03T05:41:30,2025-02-17T12:47:04
24,user24,jordanjohn@example.net,scrypt:32768:8:1$UFxlcPhTIkDYVYsM$29d2899d070b4acf3a11ee9f459915642d31ee1bce396947ee79afc12912dba8f11a88c4eedbc2d0576c441f23fc5d5756176754809cc4e505f44de7f21a56e2,Tiffany Baker,5,staff,user,True,2025-09-24T02:06:30,2023-02-03T12:25:02,2023-11-19T17:55:07
25,user25,youngkelly@example.com,scrypt:32768:8:1$9g4Vg5kvfY3FdDxN$967d1687abc2645af6d3ea415ca445667c57e16daab2b829dbe78b3038eb929e9e087566e3fd0493e08f0529d1307fab2e967d373385580163f92f06480c3988,John Myers,8,managers,admin,True,2025-01-09T04:36:06,2024-02-08T23:25:35,2025-01-20T06:29:08
26,user26,philip16@example.org,scrypt:32768:8:1$2kxoL58fMZwxs2zz$4cbc02ece03af75ed451a890b316e2432724b18cdc7f520961a6eb4eaed624118d396c34e2cd0b91e5ea06a9f02d5a1a1775868b6c0fdd12adae398143686bda,Daniel Johnson,8,admin,manager,False,2025-06-13T09:11:42,2023-10-19T11:04:20,2024-01-20T20:12:20
27,user27,patrickbauer@example.com,scrypt:32768:8:1$btPl00eZRrtrbCDc$03980572eebad9901a9d133c725cdbbca56e6542c728cf4251891b27458f0e48e17fb28b3cd4c1bedbf991f6e646980f8d2da0352d005251c02a7c83e6bdf2dd,Lauren Foster,9,managers,manager,False,2025-06-24T04:30:15,2022-10-27T16:48:53,2024-11-01T07:44:21
28,user28,jacob96@example.net,scrypt:32768:8:1$wSPJLOCwzWI4sDq4$1a8d64913c8a4ef9f56637a49ad09bd1716019adec151312b517fd960865719ae08767f50e568b66b5e65dd07de244680e42bff67735bdf3bcce5d37622b5380,Perry Allen,9,finance,user,True,2025-09-15T07:09:29,2023-12-21T12:03:15,2025-06-10T17:18:29
29,user29,sandycarpenter@example.com,scrypt:32768:8:1$mmMP8Pm97SnfE0FE$9797e33c6302335ef662bc7ae2481bbd92b32513b5b0ee2ca31673b396525b42dbdd3a5c130cfa0f7b3bed5f06d13b7dea1cc73e1d8bce32d3509f4160f7975a,Joan Lopez,5,finance,manager,False,2025-09-07T20:50:44,2022-01-15T22:01:49,2025-10-19T10:18:56
30,user30,adamchavez@example.com,scrypt:32768:8:1$MplPn6nVz0QRnBY6$e8e158e2b46bffe57617641024fede84501bee70862a605ce0158f784245df333365a206f4350ce5d1d53306aa8449e515dc87e1c545e8d8fa0404b136047410,Alyssa Cox,2,finance,manager,True,2025-10-26T00:35:37,2022-04-22T20:43:34,2025-06-15T08:38:58
31,user31,hphillips@example.org,scrypt:32768:8:1$WFsOUjNj7EdPpIe7$2639d64ec1b2a47f8c884f3854d4be9b174027be03b1db1a4d032d5d4c1ccf197331c5fca975c30fc51e5c615c7276702183b2e90691ef1f80fc8d7196f2bdb0,Dominique Gibson,6,staff,user,True,2025-08-16T03:31:05,2024-11-22T19:35:03,2024-05-11T08:35:57
32,user32,elliskristin@example.com,scrypt:32768:8:1$rYsMsUrulWRDaozu$6caf04bdcbb4036ab0137de60e0ae71cc26abacd09d13146817ab6054c98a263a4d988034f18006ba71376130e1bec8fa0573d1b469834f6b381c6b891477ea4,David Smith,3,finance,manager,False,2025-01-02T20:04:48,2023-04-06T00:12:51,2025-07-15T19:40:02
33,user33,jeffrey41@example.org,scrypt:32768:8:1$C46G3GAG2TLII2YV$343a29e7fd3ef68ea3bcb942c2108a9d859bf7d0be1115d06cce2af770bee151e12f8511918bfd158ff775c40e9f72bf97cf31f37f3f8d5902bd7980ca3d9e62,Phillip Brooks,4,staff,admin,True,2025-07-12T21:18:36,2025-08-19T23:21:27,2024-03-30T13:19:37
34,user34,thomasdesiree@example.net,scrypt:32768:8:1$EpTvr4Ad6HAaaYv7$c22c581330f3be2cf01421c8101b832a2ca4a5cdbea8ae706bd45d87a8a0d158bbeafd96713ecbb6d0840029f69ad30c82bafc5950478e4ac077ade042e05d47,Taylor Walters,9,staff,admin,True,2025-05-10T12:42:46,2025-05-18T03:15:16,2024-09-17T01:46:19
35,user35,ssmith@example.com,scrypt:32768:8:1$4Egyky2az9lvKV6Q$a786d70e70316c08aa50c42dd341a090e639434394672043f39d7750081b6ca06489f720d534ef7752aa87cfa8cb91aafcd39313c72ba7d4616792167568486f,Daniel Riley,5,admin,admin,True,2025-09-24T03:13:50,2022-11-23T10:25:15,2024-11-02T20:27:22
36,user36,pam39@example.net,scrypt:32768:8:1$5buM5bTbs9yM5rNL$cbe1ff02d773e4ea53d4a2fa5c4ccd36ef987b8537cd7721754354f676d22241ef9e85347699dc2c031d8a32624e30e5720456f30b54d86b0cdaf948c9d3a702,Gregory Ruiz,3,staff,manager,True,2025-08-28T01:07:01,2022-06-09T06:24:33,2024-08-22T07:28:09
37,user37,tiffanylee@example.net,scrypt:32768:8:1$vBRe9yBlH6WSK9d9$4c11e69899a27f66dfa672c38a9ed5653767613c1435393f2fdd595f7f4857e0b233281de7041def02b19efb39fcd7520d068cb28621733d6d9bffd929b9ff66,Mrs. Teresa Alexander,2,finance,user,True,2025-08-28T13:46:16,2021-04-25T07:35:20,2025-06-09T08:31:03
38,user38,medinatimothy@example.org,scrypt:32768:8:1$VwcD7s58qy3gOcL4$e3bf4deb98a34b9c104d1ec70da0e550a15b3fba363caba351ab751168e5bae988f53eb7d196f03aaf81c94599b00bda7731813808f17122b03311ad0474a3b7,Eric Knight,6,staff,manager,True,2025-04-28T12:07:25,2023-03-28T23:06:55,2025-09-05T11:20:00
39,user39,parsonsdavid@example.org,scrypt:32768:8:1$4RWYQ5AJz10Tk0Fw$53cbefa6b22f0a22ff3f4f888dcc117e6e75d9300dac97b6b95e68c782e7064db29fcdf59bbcd8ede7c07369c672cf2b72fe06da0736cda916ae8cc2c9fd1154,Elizabeth Greene,9,managers,manager,True,2025-03-01T07:26:15,2025-03-30T09:33:14,2025-05-07T14:00:14
40,user40,melissascott@example.com,scrypt:32768:8:1$oF7u7wgt8RUEJCcP$5f5a8872547911497d041000d9f11aa95d4ff8eed95510886cb6d04b8e04b73f519294cc424508f65b074792cc8c70c92555f24be2861eb1b60c1fdb4e68985c,Erin Coleman,4,staff,manager,True,2025-07-16T23:01:53,2022-11-09T13:59:08,2024-02-01T02:16:28
41,user41,gbrown@example.org,scrypt:32768:8:1$ZteMLa1HFxjwVxDU$d4e16eb0b7413994af73dd2bc293e54bae939ccc525a3887758945440694b9e9a84859ed168380d593a0d21eed1cbedf02c8bcbc2796bf8a554daefe1a6acd03,Jonathan Russell,8,staff,user,True,2025-05-26T22:05:03,2023-05-07T03:23:46,2023-12-23T00:52:50
42,user42,alexandria39@example.org,scrypt:32768:8:1$Mvvf0ir4yfpcB3d1$92eb4513f1cb7156efb989c88792d594f540bfc215e6d7d90e2233fc3e17d3709a11349228bf3eb60808af55369a763d7a88730e30ed2e35e8216cd9dddf8d9a,Dana Baker,10,finance,user,True,2024-12-16T10:47:31,2021-12-03T10:08:28,2024-07-27T22:33:09
43,user43,wwilliams@example.com,scrypt:32768:8:1$pBvPtkh5PgtaMmjN$30b991140e15905a7ba434e1e9ecc88e1e5dc7f008a23fd9882b13c9f09968da94ca6a6999c3f449017e6a0d1b23189fbddef72edcbd0184ac21a74de6c1aa36,Destiny Ford,9,admin,admin,True,2025-07-15T10:33:34,2023-05-19T12:41:45,2024-04-11T02:54:18
44,user44,huntdustin@example.net,scrypt:32768:8:1$EwiagwZTfcLlM1fL$8cd2876a8dc94e3764cea2f4402ff7ba7829cddb686eb9d8452002c578f0e3c21ddf546bbd16b223f82b57449f3b7d7d8fee8a7a703851241bc24ee978ff80ef,Amber Hurley,1,finance,admin,True,2024-11-18T04:45:37,2021-08-25T14:47:13,2025-10-09T21:12:52
45,user45,acevedorichard@example.org,scrypt:32768:8:1$r4uiHKKsF2yrb1HA$8155487cd06de37e5200448c75d672f2b123c138a544b66c7ac54fe1ecd58467667638c8b43298e8cf7745a9d5e905c7bd5736f8ab10c547ef37256a8b22375d,Jared Garza,2,finance,admin,True,2025-04-13T20:44:44,2023-09-01T18:56:57,2025-01-18T14:57:08
46,user46,james38@example.net,scrypt:32768:8:1$BKGHYiijjpaZ7vLa$0f72d7426569c3014ddb5d853da31581138fad5c8c8dcdb160349e6ff267019cef7f27124b8682d243c18d561dcda9f97cb5ae989d79b4ece7fd20c45e81e797,Lisa Jones,3,admin,manager,True,2025-09-06T10:15:41,2023-07-12T10:12:02,2025-09-19T11:05:42
47,user47,kristinwagner@example.org,scrypt:32768:8:1$8U2nVwz6kUNZX48s$13636ebc6fb5a1ded56203d5ded059d713c5ce4e93a77581c4c7f7fbccd0219dfda8ecccf7fbefc9a390cf343aefc174f513537f12a3e17155399b9e076d8667,Mark Irwin,4,finance,manager,False,2025-07-18T12:06:23,2022-11-09T02:45:05,2024-08-15T17:09:28
48,user48,nicoleflowers@example.org,scrypt:32768:8:1$74CoGlIKUVWvW0KT$759f07fd9dbfd815b698d411718118b729ebbad6d26f9bdd47f36e26214e4db18fd9f160663cc4205df642a34f01dfa288a437e1a1c19ce43a108ba33a5d7808,Angel Taylor,9,finance,manager,False,2025-03-17T02:26:08,2023-10-16T10:00:11,2024-12-30T16:48:42
49,user49,clinerobert@example.org,scrypt:32768:8:1$wT2HRIk8Jdv5iElR$de3a6da613d189bbe84aefe443e60d141643bc2844d46fc32a0cbaccae7733cc5a140364a32d46b2bb4557fb129d1bd10b55c92b16f8a14d05cdb13d5e6a7b04,Jacqueline Welch,3,managers,user,False,2025-08-09T00:35:03,2025-05-10T20:44:10,2024-12-12T04:07:28
50,user50,shannon48@example.com,scrypt:32768:8:1$cQO1r8gEnuCQVBhL$3b60d3c0a2ab3cfb82bd50ca36d664948ace2224a7cf42cf32d20b9e9c06922ac73c89478b89d93a15008a79c5d7ff3b73120c7c8ee303380ac416d5c738d4bb,Michael Beck,3,managers,manager,True,2025-07-20T02:18:17,2024-05-25T20:27:48,2025-02-07T14:37:14
51,user51,jwelch@example.org,scrypt:32768:8:1$AkVSaCoSRbT27ILI$748c3b37a8b2c823b5346f9b0dbaabe215b6eb35daf7de18a8fcb69118313c2a2f54bea7bff6e26eb8d6d646997c64ca443d5683e724d19c400220e63ee92e36,Adam Vasquez,7,finance,admin,True,2025-05-19T01:19:12,2021-06-11T03:37:32,2025-02-13T17:25:01
52,user52,sanderssharon@example.com,scrypt:32768:8:1$3oFxyoFTNYi62z3o$aee095a988bd590bece7968565f2746eb46d2f14a9324bf289fa09ee46fbcd76cdc92f129bebfbedd7204e78fc972527edcf54c9335724a01f3c46875f57ad46,Nancy Bell,4,managers,admin,True,2024-12-03T02:09:21,2021-09-01T04:55:34,2024-01-25T05:25:06
53,user53,whitemarissa@example.net,scrypt:32768:8:1$OXaiEDMANIm0tjPe$baa0c0e69b32e72e7ab8d92a5544f8115362ac9b386543343c027e220ed38344821ccd910d78105a11dfa52ea6d263a69be3f2de65b841b9dbdaa5c71a0aa498,Megan Short,8,staff,user,False,2025-03-14T00:27:09,2023-10-07T13:30:10,2024-04-26T14:37:05
54,user54,billybennett@example.net,scrypt:32768:8:1$rm5mRigXpoj2NJmv$d348ca3b5511ff713e203463f4da76894859106bec88827a8e752cbe62e2c35edc97f33dcf36bc1dbe80793618615ce4ecd937e19193fe34aa9bb43c2bf8f5fb,Nicole Davis,4,admin,admin,False,2025-04-12T13:22:22,2025-09-22T09:28:20,2025-06-14T12:16:12
55,user55,travisarmstrong@example.com,scrypt:32768:8:1$Z47mP3ZGvjjIKkEq$95f8776cabc048358685308b0b32ff6c83e03230a778b6c297ad79bbc1acaf7f1faafd432bfa32257813dfe046997824e1edcdb92f74c70c09609bef6963066f,Natalie Flowers,2,admin,manager,True,2025-08-24T22:51:22,2023-03-24T19:39:56,2025-04-22T00:29:28
56,user56,william06@example.net,scrypt:32768:8:1$GeY75XtKy69jMqGm$a044dbabb30959bf79093a4a682445e4cac36c4feaeadfca785e841035938627a568983a9adbbdf735cf33c7afb1569975118490d1dcd34f55bfd3654bdbd6fc,George Smith,9,managers,user,True,2025-01-03T19:14:17,2025-06-28T14:44:49,2024-09-17T12:44:26
57,user57,joseph62@example.net,scrypt:32768:8:1$IAaONZS6VAH645n7$9b78e8b18d8f0ed4f473042c17f3c37e5984e5c5725d13e60b24d46324a8e48f99ba7e1069582b1c782b1659de9e64da310cb364569e6cac9c0646abafaa02ca,Martha Hudson,8,staff,manager,True,2024-11-20T09:01:56,2025-02-10T06:43:27,2025-08-22T18:19:41
58,user58,james35@example.org,scrypt:32768:8:1$algKxxDNTArTYdbz$4bf2444052470affb2214b196a83e2cc407520b3ef459ec872ab8c26ba65d82b1912295e483e01a1245f16ff83dcdca1c9ba7675c290d278a86d5af89065a91d,Arthur Fitzgerald,4,managers,user,True,2025-03-22T15:19:20,2025-01-13T20:49:33,2024-08-29T06:38:33
59,user59,cwilliams@example.com,scrypt:32768:8:1$r9QC4xsLWNKgfsQQ$a737695b1b1b727c38a9c5cf26a88a2d964d48676b9176bf6fd159337a3a2017430cb48815f3e84d0304b4e7eaaecffcfe05cd92fb63ba26a8a6b56909738591,Adam Coleman,8,finance,user,True,2025-07-21T19:11:59,2022-01-25T00:34:32,2023-11-16T21:04:27
60,user60,gallagherbrian@example.net,scrypt:32768:8:1$fQVdAkI8YhHY56vQ$200943e24f7726bec71f622c61651fbbd11ab05403ee770840307fe733078934e70ccc07a04ddfd211f2679d6409d0d559e08a363eeeb87e91d9b1aa612b76f4,Amanda Carlson,9,finance,user,False,2025-04-01T03:56:36,2022-11-15T13:26:33,2025-04-11T10:13:06
61,user61,jennifer32@example.org,scrypt:32768:8:1$0X5Fh8KTCLBSst5F$56c7a682de4e0efe6a0d78cf33038b5303585c0ddb17f280061b468a8920040a3190adc15b942dd57bd155d14e2d8dcb48b7fc50750c6c9624605b25330ef376,Miss Barbara Lee,4,managers,admin,False,2024-12-14T09:34:53,2023-02-21T15:44:01,2025-03-28T18:29:24
62,user62,bethanywilliams@example.org,scrypt:32768:8:1$xAATV6uS1nomy0I0$828cf4904a00e23069906a4bd5a603d1d6e29eb1199044cceff68457b14756e443ac111a59489f5ce4054b966f906624f1022ab2d2d5c26191d432cd1c69ba49,Jasmine Harper,9,managers,manager,True,2025-01-08T06:06:40,2023-03-08T13:48:22,2024-03-28T22:11:57
63,user63,kaitlynalvarez@example.com,scrypt:32768:8:1$PIyug3SmUv1NLbO4$07d5363b3dc646fab1c4f7a70eed8427be2ed427307184fbabfe2138a709974d911bffcbe4f423045181c959bb6fff092580b011a77ac4faf3fe58b0e5d63577,Traci Baker,10,finance,admin,True,2025-02-12T08:55:28,2022-06-30T20:55:43,2024-10-20T01:44:10
64,user64,rspencer@example.com,scrypt:32768:8:1$0bWzDmz3CrR8DPYQ$46153744ab470a5ec290640624d35618e546e99bc688590733336e15e34435061437bb422c72027173a96b04dad7781cc89bc8597acfdad140f72fd35fcb2541,David Green,4,managers,user,True,2025-09-28T22:47:56,2021-12-29T04:32:54,2025-09-16T04:20:23
65,user65,gilmoreluke@example.com,scrypt:32768:8:1$jCFn6JxLbMIcb19Y$256956d292a339814a553a2b6d162949f69441ac5a6e2456e6f22c19cdb9c1aca1f2ee84150c51885fbcdf686f990f31382dbe9a259f8aaab4fe3e434847d829,Peggy Cummings,3,admin,manager,True,2025-06-22T08:48:44,2021-10-10T08:47:29,2024-12-17T19:36:13
66,user66,michael64@example.org,scrypt:32768:8:1$rUt3ZmeQSuqOL4J9$ce8cd116dc362568a5a92900c6a09a4666fab022517dac91e924e872a4c99ce5ab66f680466c5da745804a94b9a1c2695513b8520174521e9b4d2384abf0ee44,Brian Miranda,7,admin,manager,False,2025-06-06T19:48:49,2023-09-13T15:12:46,2025-09-11T13:33:16
67,user67,wilkinstracy@example.org,scrypt:32768:8:1$PDpL6famaaqa8PAa$3ac787d38785081161718c8acc1e537359c28af9d38ababfc84dd5a2ffb72c590109e83ea5394158b4d1f6935f8eecedc15cef64a0a7812b5015bf4104fe3654,Keith Williams,9,admin,admin,True,2025-10-18T01:45:01,2023-07-14T06:08:47,2024-11-19T06:54:24
68,user68,alvarezdavid@example.com,scrypt:32768:8:1$qL5E9zLCbHgyZYsk$07e686e2f0d7c328c570e3bb05567a6f1c0728e97782090b50cc28fe8050ad8c44a958da52de1733f7e8c29e1c2c34b3acf4cd8a5423b2901db9e6e4f66fcfc0,Justin Cooper,2,admin,admin,False,2025-07-13T18:45:42,2025-10-02T09:19:55,2025-07-05T17:52:56
69,user69,taylorchristopher@example.com,scrypt:32768:8:1$y3SsyeIFkMoshNga$8bb0090b3fb380c03f0a56108d26c6aaace6922323d66994358c9289c480669c9376e73dbb06873f319b8b5912a3ac226ed8ad333717ec956355c7eb06011877,Peggy Stark,2,staff,user,True,2025-03-13T08:24:48,2023-12-19T22:53:08,2025-06-17T18:13:37
70,user70,williamssusan@example.com,scrypt:32768:8:1$B7mmAgRwrzAgtORY$edc01196c9ed0b820c8eefcefff582f01c2c55849b767a98c24ccc185f61518bd568324900450c8d310d42830e595670aa5283628ff67651259403d6851b2974,Tanya Robinson,4,admin,manager,True,2024-11-22T04:34:47,2021-05-30T18:29:42,2025-05-02T15:15:27
71,user71,srivera@example.com,scrypt:32768:8:1$iHHHoO3VmGZEOZez$ac519a27b5c497beb7c2a45dda2275ca9205cafa90e49d11e7d3b2738d09684a39073446d3efd439372b88135f7f66c97006cfe1b2f9bc87ba779d417f23d5c0,Jamie Brooks,4,staff,user,True,2025-04-18T05:10:49,2023-11-16T00:30:41,2025-06-27T10:30:41
72,user72,moralestara@example.org,scrypt:32768:8:1$RQRWr1ARxhtOWcIS$03db378ab2642e0173ed09dd394be8b7e92a084e7b3a1f474058136e4276d99233d74fdcb82786e72eaceced9b7de1eb9e12075798c41caa40798954818f0a12,Anthony Crawford,10,finance,manager,False,2025-07-28T22:32:52,2022-01-07T20:09:41,2023-12-06T04:51:58
73,user73,sharon22@example.org,scrypt:32768:8:1$BMEEzF9AwUulEQLj$d4b064921e9008b30b63096986324f8f0b255c2ab7f01bfddf5c5322bab689469c87bef7e2c0e8497ae1d7ce23403e5e8a5702df83b7bb8117b9ee23997c72c1,Denise Thomas,5,managers,admin,True,2025-03-18T03:15:16,2023-07-16T18:52:51,2024-09-11T10:44:56
74,user74,vthomas@example.org,scrypt:32768:8:1$jjQtmYOukxE04KkD$3478e7a935ac15608b29cd57a633751cc45715154c3df14c57a0738e0435ef677aeb391a7450926c6cc0a9b449cd0a5cf3012051aa1a22b42aa89ae3357280a1,Michelle Burch,8,finance,manager,False,2025-09-05T05:04:02,2023-02-17T11:18:42,2025-01-23T21:07:27
75,user75,bhaley@example.net,scrypt:32768:8:1$VyhXfrSXqrN94gvd$c7e3950ebcd78789b6a6ed50e3d9ce6b1ad5eca00afeba69f83cf4a7e44f74515a5c25561c2775153b9e9ba8c877ba5cc439631e98ee411454ff2deec51c9184,Terri Gonzalez,7,admin,manager,True,2025-10-21T17:50:02,2024-01-22T05:37:22,2025-05-10T08:08:32
